stem	word_m	lang_GT_API	stopword	remove?	index
monster	monster	en	False	False	
glimps	glimpse	en	False	False	
septemb	september	en	False	False	
million	million	en	False	False	
seventh	seventh	en	False	False	
argu	argue	en	False	False	
california	california	en	False	False	
rebel	rebel	en	False	False	
plea	plea	en	False	False	
romant	romantic	en	False	False	
grab	grab	en	False	False	
card	cards	en	False	False	
imagin	imagine	en	False	False	
funki	funky	en	False	False	
don`t	don`t	en	False	False	
punk	punk	en	False	False	
refus	refuse	en	False	False	
honest	honest	en	False	False	
motion	motion	en	False	False	
turn	turn	en	False	False	
place	place	en	False	False	
aboard	aboard	en	False	False	
swing	swing	en	False	False	
preach	preach	en	False	False	
think	think	en	False	False	
first	first	en	False	False	
oper	operator	en	False	False	
carri	carry	en	False	False	
arriv	arrive	en	False	False	
fast	fast	en	False	False	
spanish	spanish	en	False	False	
vote	vote	en	False	False	
ring	ring	en	False	False	
dreamin	dreamin'	en	False	False	
open	open	en	False	False	
tomorrow	tomorrow	en	False	False	
size	size	en	False	False	
sheep	sheep	en	False	False	
given	given	en	False	False	
sheet	sheets	en	False	False	
christma	christmas	en	False	False	
teenag	teenage	en	False	False	
caught	caught	en	False	False	
breed	breed	en	False	False	
plastic	plastic	en	False	False	
citi	city	en	False	False	
silenc	silence	en	False	False	
tragic	tragic	en	False	False	
breez	breeze	en	False	False	
circl	circle	en	False	False	
white	white	en	False	False	
friend	friend	en	False	False	
hug	hug	en	False	False	
season	season	en	False	False	
huh	huh	en	False	False	
eagl	eagle	en	False	False	
spinnin	spinnin'	en	False	False	
short	short	en	False	False	
decemb	december	en	False	False	
gin	gin	en	False	False	
x2	(x2)	en	False	False	
x3	(x3)	en	False	False	
boyfriend	boyfriend	en	False	False	
serv	serve	en	False	False	
wide	wide	en	False	False	
i’ll	i’ll	en	False	False	
jealousi	jealousy	en	False	False	
gotta	gotta	en	False	False	
remors	remorse	en	False	False	
balanc	balance	en	False	False	
angel	angel	en	False	False	
slay	slay	en	False	False	
slap	slap	en	False	False	
woah	woah	en	False	False	
say	say	en	False	False	
slam	slam	en	False	False	
rent	rent	en	False	False	
deliv	deliver	en	False	False	
anger	anger	en	False	False	
breakfast	breakfast	en	False	False	
saw	saw	en	False	False	
sat	sat	en	False	False	
engin	engine	en	False	False	
squar	square	en	False	False	
advic	advice	en	False	False	
zoo	zoo	en	False	False	
note	note	en	False	False	
satellit	satellite	en	False	False	
squad	squad	en	False	False	
take	take	en	False	False	
fingertip	fingertips	en	False	False	
destroy	destroy	en	False	False	
concern	concerned	en	False	False	
blunt	blunt	en	False	False	
noth	nothing	en	False	False	
channel	channel	en	False	False	
surf	surf	en	False	False	
begin	begin	en	False	False	
sure	sure	en	False	False	
pain	pain	en	False	False	
trace	trace	en	False	False	
normal	normal	en	False	False	
track	track	en	False	False	
price	price	en	False	False	
knew	knew	en	False	False	
paid	paid	en	False	False	
butterfli	butterfly	en	False	False	
champagn	champagne	en	False	False	
pair	pair	en	False	False	
knee	knees	en	False	False	
america	america	en	False	False	
bluebird	bluebird	en	False	False	
lawn	lawn	en	False	False	
pathet	pathetic	en	False	False	
rescu	rescue	en	False	False	
egg	egg	en	False	False	
later	later	en	False	False	
drive	drive	en	False	False	
tooth	tooth	en	False	False	
sunset	sunset	en	False	False	
greed	greed	en	False	False	
voodoo	voodoo	en	False	False	
steadi	steady	en	False	False	
hungri	hungry	en	False	False	
shop	shop	en	False	False	
shot	shot	en	False	False	
show	show	en	False	False	
cheat	cheat	en	False	False	
need	need	en	False	False	
cheap	cheap	en	False	False	
bright	bright	en	False	False	
shoe	shoes	en	False	False	
corner	corner	en	False	False	
takin	takin'	en	False	False	
ground	ground	en	False	False	
aint	aint	en	False	False	
righteous	righteous	en	False	False	
slow	slow	en	False	False	
unkind	unkind	en	False	False	
stair	stairs	en	False	False	
pen	pen	en	False	False	
dick	dick	en	False	False	
behind	behind	en	False	False	
crime	crime	en	False	False	
wood	wood	en	False	False	
black	black	en	False	False	
stormi	stormy	en	False	False	
stain	stained	en	False	False	
predict	predict	en	False	False	
american	american	en	False	False	
stay	stay	en	False	False	
get	get	en	False	False	
mission	mission	en	False	False	
cannot	cannot	en	False	False	
georg	george	en	False	False	
cryin	cryin'	en	False	False	
stroll	stroll	en	False	False	
truli	truly	en	False	False	
prime	prime	en	False	False	
reveal	reveal	en	False	False	
pistol	pistol	en	False	False	
pimp	pimp	en	False	False	
artist	artist	en	False	False	
leather	leather	en	False	False	
borrow	borrow	en	False	False	
tension	tension	en	False	False	
priest	priest	en	False	False	
dough	dough	en	False	False	
husband	husband	en	False	False	
figur	figure	en	False	False	
burst	burst	en	False	False	
station	station	en	False	False	
seat	seat	en	False	False	
asleep	asleep	en	False	False	
honesti	honesty	en	False	False	
seam	seams	en	False	False	
sport	sport	en	False	False	
wonder	wonder	en	False	False	
infinit	infinite	en	False	False	
appear	appear	en	False	False	
televis	television	en	False	False	
crystal	crystal	en	False	False	
label	label	en	False	False	
import	important	en	False	False	
yesterday	yesterday	en	False	False	
across	across	en	False	False	
fight	fight	en	False	False	
parent	parents	en	False	False	
screen	screen	en	False	False	
obscen	obscene	en	False	False	
guitar	guitar	en	False	False	
cycl	cycle	en	False	False	
spark	spark	en	False	False	
comb	comb	en	False	False	
come	come	en	False	False	
blame	blame	en	False	False	
superstar	superstar	en	False	False	
useless	useless	en	False	False	
tuck	tuck	en	False	False	
quiet	quiet	en	False	False	
mani	many	en	False	False	
among	among	en	False	False	
spoil	spoil	en	False	False	
cancer	cancer	en	False	False	
color	color	en	False	False	
hypnot	hypnotized	en	False	False	
inspir	inspiration	en	False	False	
insist	insist	en	False	False	
messin	messin'	en	False	False	
jaw	jaw	en	False	False	
featur	features	en	False	False	
fucker	fucker	en	False	False	
constant	constant	en	False	False	
comprehend	comprehend	en	False	False	
boat	boat	en	False	False	
damag	damage	en	False	False	
ultim	ultimate	en	False	False	
seiz	seize	en	False	False	
coupl	couple	en	False	False	
stretch	stretch	en	False	False	
west	west	en	False	False	
suicid	suicide	en	False	False	
breath	breath	en	False	False	
toss	toss	en	False	False	
carv	carved	en	False	False	
graveyard	graveyard	en	False	False	
reaction	reaction	en	False	False	
hurrican	hurricane	en	False	False	
rubi	ruby	en	False	False	
tiger	tiger	en	False	False	
wake	wake	en	False	False	
rememb	remember	en	False	False	
instant	instant	en	False	False	
spirit	spirit	en	False	False	
sound	sound	en	False	False	
slumber	slumber	en	False	False	
cash	cash	en	False	False	
trick	trick	en	False	False	
cast	cast	en	False	False	
scum	scum	en	False	False	
cock	cock	en	False	False	
spotlight	spotlight	en	False	False	
pushin	pushin'	en	False	False	
ive	ive	en	False	False	
anytim	anytime	en	False	False	
seein	seein'	en	False	False	
soil	soil	en	False	False	
convinc	convince	en	False	False	
worri	worry	en	False	False	
destin	destination	en	False	False	
strain	strain	en	False	False	
sudden	suddenly	en	False	False	
eras	erase	en	False	False	
absurd	absurd	en	False	False	
everyday	everyday	en	False	False	
pay	pay	en	False	False	
thinkin	thinkin'	en	False	False	
medic	medication	en	False	False	
bowl	bowl	en	False	False	
tour	tour	en	False	False	
check	check	en	False	False	
gentlemen	gentlemen	en	False	False	
food	food	en	False	False	
heartbreak	heartbreak	en	False	False	
blanket	blanket	en	False	False	
motherfuckin	motherfuckin'	en	False	False	
sucker	sucker	en	False	False	
admir	admire	en	False	False	
eventu	eventually	en	False	False	
pal	pal	en	False	False	
pan	pan	en	False	False	
week	week	en	False	False	
phantom	phantom	en	False	False	
oil	oil	en	False	False	
see	see	en	False	False	
itâ	itâs	en	False	False	
driver	driver	en	False	False	
someon	someone	en	False	False	
weed	weed	en	False	False	
driven	driven	en	False	False	
disguis	disguise	en	False	False	
defi	defy	en	False	False	
weep	weep	en	False	False	
handsom	handsome	en	False	False	
drain	drain	en	False	False	
cherri	cherry	en	False	False	
nothin	nothin'	en	False	False	
justifi	justify	en	False	False	
hustl	hustle	en	False	False	
relief	relief	en	False	False	
temptat	temptation	en	False	False	
model	model	en	False	False	
reward	reward	en	False	False	
sinner	sinner	en	False	False	
taxi	taxi	en	False	False	
summer	summer	en	False	False	
violenc	violence	en	False	False	
execut	execution	en	False	False	
neon	neon	en	False	False	
rest	rest	en	False	False	
violent	violent	en	False	False	
kill	kill	en	False	False	
scrape	scrape	en	False	False	
file	file	en	False	False	
touch	touch	en	False	False	
flavor	flavor	en	False	False	
speed	speed	en	False	False	
halfway	halfway	en	False	False	
blow	blow	en	False	False	
death	death	en	False	False	
rosi	rosie	en	False	False	
parad	parade	en	False	False	
rose	rose	en	False	False	
bobbi	bobby	en	False	False	
except	except	en	False	False	
littl	little	en	False	False	
instrument	instrumental	en	False	False	
ghetto	ghetto	en	False	False	
pile	pile	en	False	False	
iâ	iÂ'm	en	False	False	
struck	struck	en	False	False	
determin	determined	en	False	False	
pill	pills	en	False	False	
kingdom	kingdom	en	False	False	
rejoic	rejoice	en	False	False	
frown	frown	en	False	False	
damnat	damnation	en	False	False	
ladi	lady	en	False	False	
gonna	gonna	en	False	False	
dark	dark	en	False	False	
temperatur	temperature	en	False	False	
traffic	traffic	en	False	False	
pop	pop	en	False	False	
mom	mom	en	False	False	
darl	darling	en	False	False	
railroad	railroad	en	False	False	
reap	reap	en	False	False	
meat	meat	en	False	False	
saniti	sanity	en	False	False	
duti	duty	en	False	False	
beggin	beggin'	en	False	False	
stranger	stranger	en	False	False	
kickin	kickin'	en	False	False	
twin	twin	en	False	False	
shelf	shelf	en	False	False	
chamber	chamber	en	False	False	
oblivion	oblivion	en	False	False	
maker	maker	en	False	False	
hallelujah	hallelujah	en	False	False	
whatcha	whatcha	en	False	False	
opportun	opportunity	en	False	False	
claw	claws	en	False	False	
manag	manage	en	False	False	
clap	clap	en	False	False	
emerg	emergency	en	False	False	
fulfil	fulfill	en	False	False	
wonderin	wonderin'	en	False	False	
doll	doll	en	False	False	
iâm	iâm	en	False	False	
muscl	muscle	en	False	False	
butt	butt	en	False	False	
root	roots	en	False	False	
radiat	radiation	en	False	False	
buzz	buzz	en	False	False	
freez	freeze	en	False	False	
slice	slice	en	False	False	
drank	drank	en	False	False	
easili	easily	en	False	False	
noon	no-one	en	False	False	
slick	slick	en	False	False	
legal	legal	en	False	False	
moon	moon	en	False	False	
‘caus	‘cause	en	False	False	
exit	exit	en	False	False	
runaway	runaway	en	False	False	
devot	devotion	en	False	False	
complic	complicated	en	False	False	
knife	knife	en	False	False	
power	power	en	False	False	
garbag	garbage	en	False	False	
earn	earn	en	False	False	
slaughter	slaughter	en	False	False	
broken	broken	en	False	False	
throw	throw	en	False	False	
wolv	wolves	en	False	False	
abus	abuse	en	False	False	
ach	aching	en	False	False	
ohoh	oh-oh	en	False	False	
greater	greater	en	False	False	
meal	meal	en	False	False	
chop	chop	en	False	False	
degre	degree	en	False	False	
intens	intense	en	False	False	
wolf	wolf	en	False	False	
stand	stand	en	False	False	
neighbor	neighbors	en	False	False	
roam	roam	en	False	False	
luck	luck	en	False	False	
road	road	en	False	False	
routin	routine	en	False	False	
anybodi	anybody	en	False	False	
press	press	en	False	False	
misti	misty	en	False	False	
mari	mary	en	False	False	
honki	honky	en	False	False	
strip	strip	en	False	False	
effort	effort	en	False	False	
uptown	uptown	en	False	False	
nurs	nurse	en	False	False	
mark	mark	en	False	False	
restless	restless	en	False	False	
scorn	scorn	en	False	False	
gleam	gleam	en	False	False	
hey	hey	en	False	False	
start	start	en	False	False	
fascin	fascination	en	False	False	
starv	starving	en	False	False	
low	low	en	False	False	
lot	lot	en	False	False	
lou	lou	en	False	False	
valley	valley	en	False	False	
gain	gain	en	False	False	
bottl	bottle	en	False	False	
enough	enough	en	False	False	
stupid	stupid	en	False	False	
regard	regard	en	False	False	
amongst	amongst	en	False	False	
fighter	fighter	en	False	False	
conclus	conclusion	en	False	False	
faster	faster	en	False	False	
pull	pull	en	False	False	
rush	rush	en	False	False	
darken	darkened	en	False	False	
dirti	dirty	en	False	False	
joint	joint	en	False	False	
rage	rage	en	False	False	
vice	vice	en	False	False	
ember	embers	en	False	False	
tellin	tellin'	en	False	False	
flirt	flirt	en	False	False	
grasp	grasp	en	False	False	
grass	grass	en	False	False	
rust	rust	en	False	False	
connect	connection	en	False	False	
gone	gone	en	False	False	
ohh	ohh	en	False	False	
fright	fright	en	False	False	
deep	deep	en	False	False	
nerv	nerve	en	False	False	
sacr	sacred	en	False	False	
intro	intro:	en	False	False	
aw	awful	en	False	False	
deed	deeds	en	False	False	
rearrang	rearrange	en	False	False	
flock	flock	en	False	False	
film	film	en	False	False	
fill	fill	en	False	False	
abyss	abyss	en	False	False	
jingl	jingle	en	False	False	
idiot	idiot	en	False	False	
forsak	forsake	en	False	False	
repent	repent	en	False	False	
rubber	rubber	en	False	False	
field	fields	en	False	False	
trash	trash	en	False	False	
babylon	babylon	en	False	False	
poor	poor	en	False	False	
shelter	shelter	en	False	False	
symbol	symbol	en	False	False	
teeth	teeth	en	False	False	
drift	drifting	en	False	False	
keepin	keepin'	en	False	False	
peak	peak	en	False	False	
peac	peace	en	False	False	
pool	pool	en	False	False	
lipstick	lipstick	en	False	False	
meadow	meadow	en	False	False	
wife	wife	en	False	False	
thorn	thorns	en	False	False	
flyin	flyin'	en	False	False	
mask	mask	en	False	False	
moonlight	moonlight	en	False	False	
pierc	pierce	en	False	False	
castl	castle	en	False	False	
alright	alright	en	False	False	
escap	escape	en	False	False	
apathi	apathy	en	False	False	
togeth	together	en	False	False	
diss	diss	en	False	False	
forget	forget	en	False	False	
cough	cough	en	False	False	
forbidden	forbidden	en	False	False	
lack	lack	en	False	False	
dollar	dollar	en	False	False	
dish	dish	en	False	False	
follow	follow	en	False	False	
lace	lace	en	False	False	
carpet	carpet	en	False	False	
corps	corpse	en	False	False	
tail	tail	en	False	False	
program	program	en	False	False	
crimson	crimson	en	False	False	
smile	smile	en	False	False	
knot	knot	en	False	False	
introduc	introduce	en	False	False	
vers	verse	en	False	False	
woman	woman	en	False	False	
song	song	en	False	False	
far	far	en	False	False	
horror	horror	en	False	False	
fat	fat	en	False	False	
we’r	we’re	en	False	False	
hypocrit	hypocrite	en	False	False	
fall	fall	en	False	False	
ticket	ticket	en	False	False	
strang	strange	en	False	False	
strand	stranded	en	False	False	
trigger	trigger	en	False	False	
heaven	heaven	en	False	False	
harri	harry	en	False	False	
list	list	en	False	False	
forti	forty	en	False	False	
sand	sand	en	False	False	
sane	sane	en	False	False	
small	small	en	False	False	
buck	buck	en	False	False	
stumbl	stumble	en	False	False	
dimens	dimension	en	False	False	
neighborhood	neighborhood	en	False	False	
tea	tea	en	False	False	
past	past	en	False	False	
strung	strung	en	False	False	
zero	zero	en	False	False	
pressur	pressure	en	False	False	
design	design	en	False	False	
pass	pass	en	False	False	
ribbon	ribbons	en	False	False	
belief	belief	en	False	False	
excit	excited	en	False	False	
stood	stood	en	False	False	
microphon	microphone	en	False	False	
clock	clock	en	False	False	
sun	sun	en	False	False	
sum	sum	en	False	False	
abl	able	en	False	False	
crush	crush	en	False	False	
public	public	en	False	False	
version	version	en	False	False	
deepli	deeply	en	False	False	
method	method	en	False	False	
movement	movement	en	False	False	
full	full	en	False	False	
tragedi	tragedy	en	False	False	
immort	immortal	en	False	False	
trunk	trunk	en	False	False	
depend	depend	en	False	False	
goodby	goodbye	en	False	False	
standard	standard	en	False	False	
legend	legend	en	False	False	
valu	value	en	False	False	
leav	leave	en	False	False	
arena	arena	en	False	False	
search	searching	en	False	False	
graviti	gravity	en	False	False	
ahead	ahead	en	False	False	
miseri	misery	en	False	False	
whine	whine	en	False	False	
brutal	brutal	en	False	False	
soldier	soldier	en	False	False	
base	base	en	False	False	
pick	pick	en	False	False	
action	action	en	False	False	
narrow	narrow	en	False	False	
medicin	medicine	en	False	False	
via	via	en	False	False	
depart	departed	en	False	False	
declin	decline	en	False	False	
africa	africa	en	False	False	
ask	ask	en	False	False	
send	send	en	False	False	
famili	family	en	False	False	
demis	demise	en	False	False	
eye	eyes	en	False	False	
liber	liberate	en	False	False	
faint	faint	en	False	False	
two	two	en	False	False	
pearl	pearls	en	False	False	
morn	morning	en	False	False	
taken	taken	en	False	False	
minor	minor	en	False	False	
teen	teen	en	False	False	
tryna	tryna	en	False	False	
flaw	flaws	en	False	False	
diamond	diamond	en	False	False	
hundr	hundred	en	False	False	
hurri	hurry	en	False	False	
terror	terror	en	False	False	
flag	flag	en	False	False	
stick	stick	en	False	False	
broke	broke	en	False	False	
aris	arise	en	False	False	
known	known	en	False	False	
compani	company	en	False	False	
doom	doom	en	False	False	
glad	glad	en	False	False	
don’t	don’t	en	False	False	
town	town	en	False	False	
none	none	en	False	False	
thread	thread	en	False	False	
hous	house	en	False	False	
dew	dew	en	False	False	
remain	remain	en	False	False	
learn	learn	en	False	False	
abandon	abandoned	en	False	False	
male	male	en	False	False	
explod	explode	en	False	False	
orlean	orleans	en	False	False	
shark	shark	en	False	False	
bam	bam	en	False	False	
brown	brown	en	False	False	
challeng	challenge	en	False	False	
share	share	en	False	False	
accept	accept	en	False	False	
autumn	autumn	en	False	False	
fiddl	fiddle	en	False	False	
poni	pony	en	False	False	
wet	wet	en	False	False	
explor	explore	en	False	False	
explos	explosion	en	False	False	
sharp	sharp	en	False	False	
scar	scars	en	False	False	
dress	dress	en	False	False	
condemn	condemned	en	False	False	
toni	tony	en	False	False	
siren	sirens	en	False	False	
cours	course	en	False	False	
court	court	en	False	False	
untru	untrue	en	False	False	
divid	divide	en	False	False	
rather	rather	en	False	False	
anoth	another	en	False	False	
comfort	comfort	en	False	False	
breast	breast	en	False	False	
divin	divine	en	False	False	
fame	fame	en	False	False	
cling	cling	en	False	False	
strong	strong	en	False	False	
simpl	simple	en	False	False	
needl	needle	en	False	False	
unabl	unable	en	False	False	
plant	plant	en	False	False	
okay	okay	en	False	False	
rude	rude	en	False	False	
whirl	whirl	en	False	False	
blacken	blackened	en	False	False	
sneak	sneak	en	False	False	
reflect	reflection	en	False	False	
plane	plane	en	False	False	
embrac	embrace	en	False	False	
numb	numb	en	False	False	
bloom	bloom	en	False	False	
planet	planet	en	False	False	
circumst	circumstance	en	False	False	
twelv	twelve	en	False	False	
read	read	en	False	False	
coat	coat	en	False	False	
doctor	doctor	en	False	False	
children	children	en	False	False	
combin	combination	en	False	False	
dragon	dragon	en	False	False	
caus	'cause	en	False	False	
coal	coal	en	False	False	
shore	shore	en	False	False	
ego	ego	en	False	False	
dread	dread	en	False	False	
shade	shade	en	False	False	
media	media	en	False	False	
dream	dream	en	False	False	
help	help	en	False	False	
pant	pants	en	False	False	
soon	soon	en	False	False	
trade	trade	en	False	False	
held	held	en	False	False	
paper	paper	en	False	False	
hell	hell	en	False	False	
perhap	perhaps	en	False	False	
suffer	suffer	en	False	False	
realiz	realize	en	False	False	
style	style	en	False	False	
glide	glide	en	False	False	
late	late	en	False	False	
grade	grade	en	False	False	
lucif	lucifer	en	False	False	
speech	speech	en	False	False	
team	team	en	False	False	
might	might	en	False	False	
suppli	supply	en	False	False	
good	good	en	False	False	
return	return	en	False	False	
pollut	pollution	en	False	False	
uhh	uhh	en	False	False	
somebodi	somebody	en	False	False	
farewel	farewell	en	False	False	
foot	foot	en	False	False	
disgrac	disgrace	en	False	False	
adventur	adventure	en	False	False	
complain	complain	en	False	False	
bigger	bigger	en	False	False	
virtu	virtue	en	False	False	
fairi	fairy	en	False	False	
mysteri	mystery	en	False	False	
achiev	achieve	en	False	False	
naughti	naughty	en	False	False	
eager	eager	en	False	False	
teas	tease	en	False	False	
ceas	cease	en	False	False	
found	found	en	False	False	
friendship	friendship	en	False	False	
breakdown	breakdown	en	False	False	
harm	harm	en	False	False	
shock	shock	en	False	False	
england	england	en	False	False	
mental	mental	en	False	False	
weight	weight	en	False	False	
meaningless	meaningless	en	False	False	
colder	colder	en	False	False	
fish	fish	en	False	False	
hard	hard	en	False	False	
idea	idea	en	False	False	
terrifi	terrified	en	False	False	
realli	really	en	False	False	
heavi	heavy	en	False	False	
sober	sober	en	False	False	
finish	finish	en	False	False	
expect	expect	en	False	False	
fist	fist	en	False	False	
energi	energy	en	False	False	
beyond	beyond	en	False	False	
flower	flowers	en	False	False	
safeti	safety	en	False	False	
alcohol	alcohol	en	False	False	
suprem	supreme	en	False	False	
glitter	glitter	en	False	False	
princ	prince	en	False	False	
bubbl	bubble	en	False	False	
health	health	en	False	False	
hill	hill	en	False	False	
print	print	en	False	False	
highway	highway	en	False	False	
ass	ass	en	False	False	
bass	bass	en	False	False	
dirt	dirt	en	False	False	
friday	friday	en	False	False	
guess	guess	en	False	False	
ness	ness	en	False	False	
mmm	mmm	en	False	False	
reason	reason	en	False	False	
heroin	heroin	en	False	False	
believ	believe	en	False	False	
put	put	en	False	False	
teach	teach	en	False	False	
ash	ashes	en	False	False	
sidewalk	sidewalk	en	False	False	
thrown	thrown	en	False	False	
legion	legions	en	False	False	
prophet	prophet	en	False	False	
fearless	fearless	en	False	False	
struggl	struggle	en	False	False	
sicken	sickening	en	False	False	
wither	withered	en	False	False	
cloudi	cloudy	en	False	False	
heartbeat	heartbeat	en	False	False	
lifetim	lifetime	en	False	False	
fallen	fallen	en	False	False	
virgin	virgin	en	False	False	
feed	feed	en	False	False	
sympathi	sympathy	en	False	False	
major	major	en	False	False	
wilder	wilderness	en	False	False	
feel	feel	en	False	False	
number	number	en	False	False	
evolut	evolution	en	False	False	
feet	feet	en	False	False	
sailor	sailor	en	False	False	
done	done	en	False	False	
blank	blank	en	False	False	
guard	guard	en	False	False	
mist	mist	en	False	False	
miss	miss	en	False	False	
fanci	fancy	en	False	False	
razor	razor	en	False	False	
differ	different	en	False	False	
killin	killin'	en	False	False	
guest	guest	en	False	False	
jet	jet	en	False	False	
blossom	blossom	en	False	False	
least	least	en	False	False	
collar	collar	en	False	False	
player	player	en	False	False	
stori	story	en	False	False	
storm	storm	en	False	False	
master	master	en	False	False	
scheme	scheme	en	False	False	
banana	banana	en	False	False	
store	store	en	False	False	
saint	saint	en	False	False	
pump	pump	en	False	False	
month	months	en	False	False	
hotel	hotel	en	False	False	
park	park	en	False	False	
asshol	asshole	en	False	False	
mmmm	mmmm	en	False	False	
part	part	en	False	False	
twenti	twenty	en	False	False	
grace	grace	en	False	False	
reliev	relieve	en	False	False	
king	king	en	False	False	
kind	kind	en	False	False	
whenev	whenever	en	False	False	
perfum	perfume	en	False	False	
remov	remove	en	False	False	
vocal	vocal	en	False	False	
youth	youth	en	False	False	
bride	bride	en	False	False	
asham	ashamed	en	False	False	
stalk	stalking	en	False	False	
danc	dance	en	False	False	
weapon	weapon	en	False	False	
outta	outta	en	False	False	
atmospher	atmosphere	en	False	False	
belli	belly	en	False	False	
complet	complete	en	False	False	
blond	blonde	en	False	False	
dedic	dedicated	en	False	False	
sell	sell	en	False	False	
lie	lies	en	False	False	
advanc	advance	en	False	False	
built	built	en	False	False	
dude	dude	en	False	False	
lil	lil'	en	False	False	
self	self	en	False	False	
couch	couch	en	False	False	
also	also	en	False	False	
without	without	en	False	False	
build	build	en	False	False	
command	command	en	False	False	
waitin	waitin'	en	False	False	
play	play	en	False	False	
sleepin	sleepin'	en	False	False	
victim	victim	en	False	False	
english	english	en	False	False	
reach	reach	en	False	False	
chart	charts	en	False	False	
virus	virus	en	False	False	
charm	charm	en	False	False	
suitcas	suitcase	en	False	False	
charg	charge	en	False	False	
amaz	amazing	en	False	False	
unspoken	unspoken	en	False	False	
clear	clear	en	False	False	
destruct	destruction	en	False	False	
clean	clean	en	False	False	
repli	reply	en	False	False	
weigh	weigh	en	False	False	
barrel	barrel	en	False	False	
i`m	i`m	en	False	False	
gold	gold	en	False	False	
melodi	melody	en	False	False	
flicker	flicker	en	False	False	
fine	fine	en	False	False	
find	find	en	False	False	
paus	pause	en	False	False	
giant	giant	en	False	False	
sayin	sayin'	en	False	False	
pretti	pretty	en	False	False	
sentenc	sentence	en	False	False	
nervous	nervous	en	False	False	
writer	writer	en	False	False	
solut	solution	en	False	False	
vision	vision	en	False	False	
beat	beat	en	False	False	
jazz	jazz	en	False	False	
betray	betrayed	en	False	False	
money	money	en	False	False	
unhappi	unhappy	en	False	False	
hip	hip	en	False	False	
shepherd	shepherds	en	False	False	
remedi	remedy	en	False	False	
hit	hit	en	False	False	
bend	bend	en	False	False	
express	express	en	False	False	
famous	famous	en	False	False	
grew	grew	en	False	False	
hid	hid	en	False	False	
stir	stir	en	False	False	
compass	compassion	en	False	False	
silk	silk	en	False	False	
sunni	sunny	en	False	False	
merci	mercy	en	False	False	
appeal	appeal	en	False	False	
timeless	timeless	en	False	False	
proclaim	proclaim	en	False	False	
enemi	enemy	en	False	False	
booz	booze	en	False	False	
common	common	en	False	False	
gotten	gotten	en	False	False	
nowher	nowhere	en	False	False	
sew	sew	en	False	False	
seventeen	seventeen	en	False	False	
set	set	en	False	False	
art	art	en	False	False	
delus	delusion	en	False	False	
creator	creator	en	False	False	
overwhelm	overwhelmed	en	False	False	
jade	jaded	en	False	False	
around	around	en	False	False	
grey	grey	en	False	False	
idol	idol	en	False	False	
lion	lion	en	False	False	
dumb	dumb	en	False	False	
sea	sea	en	False	False	
tender	tender	en	False	False	
close	close	en	False	False	
arm	arms	en	False	False	
seal	seal	en	False	False	
project	projects	en	False	False	
movin	movin'	en	False	False	
spiritu	spiritual	en	False	False	
someth	something	en	False	False	
wail	wail	en	False	False	
case	case	en	False	False	
woo	woo	en	False	False	
woh	woh	en	False	False	
woe	woe	en	False	False	
guilt	guilt	en	False	False	
hold	hold	en	False	False	
experi	experience	en	False	False	
kneel	kneel	en	False	False	
piss	piss	en	False	False	
concentr	concentrate	en	False	False	
makeup	makeup	en	False	False	
iron	iron	en	False	False	
goddamn	goddamn	en	False	False	
sold	sold	en	False	False	
sole	sole	en	False	False	
isol	isolation	en	False	False	
spray	spray	en	False	False	
arrang	arranged	en	False	False	
purpl	purple	en	False	False	
toward	towards	en	False	False	
last	last	en	False	False	
thou	thou	en	False	False	
breakin	breakin'	en	False	False	
alon	alone	en	False	False	
foreign	foreign	en	False	False	
forgotten	forgotten	en	False	False	
bond	bond	en	False	False	
blaze	blaze	en	False	False	
load	load	en	False	False	
gypsi	gypsy	en	False	False	
childhood	childhood	en	False	False	
simpli	simply	en	False	False	
reject	reject	en	False	False	
point	point	en	False	False	
sweet	sweet	en	False	False	
sweep	sweep	en	False	False	
dancer	dancer	en	False	False	
majesti	majesty	en	False	False	
church	church	en	False	False	
rave	rave	en	False	False	
mistak	mistake	en	False	False	
bridg	bridge	en	False	False	
deceiv	deceive	en	False	False	
belt	belt	en	False	False	
worthless	worthless	en	False	False	
devil	devil	en	False	False	
filth	filth	en	False	False	
dub	dub	en	False	False	
blink	blink	en	False	False	
due	due	en	False	False	
empti	empty	en	False	False	
miser	miserable	en	False	False	
secret	secret	en	False	False	
damn	damn	en	False	False	
threaten	threatening	en	False	False	
brick	brick	en	False	False	
woke	woke	en	False	False	
dame	dame	en	False	False	
firm	firm	en	False	False	
invis	invisible	en	False	False	
sweetheart	sweetheart	en	False	False	
modern	modern	en	False	False	
flight	flight	en	False	False	
champion	champion	en	False	False	
gay	gay	en	False	False	
fire	fire	en	False	False	
infect	infected	en	False	False	
imag	image	en	False	False	
gas	gas	en	False	False	
understand	understand	en	False	False	
demand	demand	en	False	False	
educ	education	en	False	False	
funk	funk	en	False	False	
convers	conversation	en	False	False	
highest	highest	en	False	False	
stolen	stolen	en	False	False	
ignit	ignite	en	False	False	
look	look	en	False	False	
cur	cur	en	False	False	
solid	solid	en	False	False	
straight	straight	en	False	False	
bill	bill	en	False	False	
crazi	crazy	en	False	False	
rope	rope	en	False	False	
pace	pace	en	False	False	
caress	caress	en	False	False	
kick	kick	en	False	False	
error	error	en	False	False	
fun	fun	en	False	False	
fleet	fleeting	en	False	False	
