stem,word_m,lang_GT_API,stopword,remove?,remove_class
vaniti,vanity,en,False,False,
there’,there’s,en,False,False,
yeh,yeh,en,False,False,
birth,birth,en,False,False,
linda,linda,en,False,False,
dreamt,dreamt,en,False,False,
shadow,shadows,en,False,False,
burnt,burnt,en,False,False,
rumor,rumors,en,False,False,
apart,apart,en,False,False,
shoulder,shoulder,en,False,False,
measur,measure,en,False,False,
gift,gift,en,False,False,
hunt,hunt,en,False,False,
negat,negative,en,False,False,
50,50,,,True,numeric
deus,deus,pt,False,True,non_en
remind,remind,en,False,False,
pavement,pavement,en,False,False,
pasion,pasion,es,False,True,non_en
confid,confidence,en,False,False,
night,night,en,False,False,
hung,hung,en,False,False,
amor,amor,pt,False,True,non_en
soar,soar,en,False,False,
jean,jeans,en,False,False,
right,right,en,False,False,
old,old,en,False,False,
ole,ole,fi,True,True,non_en
deal,deal,en,False,False,
oli,oli,fi,True,True,non_en
fold,fold,en,False,False,
crown,crown,en,False,False,
somehow,somehow,en,False,False,
dead,dead,en,False,False,
tenemo,tenemos,es,True,True,non_en
revel,revelation,en,False,False,
intern,international,en,False,False,
dear,dear,en,False,False,
bore,bored,en,False,False,
bord,bord,fr,False,True,non_en
creer,creer,es,False,True,non_en
creep,creep,en,False,False,
decirt,decirte,es,False,True,non_en
ici,ici,fr,False,True,non_en
ich,ich,de,True,True,non_en
for,for,en,True,True,nltk_sw
bottom,bottom,en,False,False,
drove,drove,en,False,False,
ice,ice,en,False,False,
foe,foe,en,False,False,
fog,fog,hu,False,True,non_en
uma,uma,pt,True,True,non_en
overcom,overcome,en,False,False,
convict,conviction,en,False,False,
strada,strada,it,False,True,non_en
creatur,creature,en,False,False,
leak,leak,en,False,False,
vielleicht,vielleicht,de,False,True,non_en
bold,bold,en,False,False,
peel,peel,en,False,False,
suelo,suelo,es,False,True,non_en
quedo,quedo,es,False,True,non_en
insecur,insecure,en,False,False,
coro,coro,it,False,True,non_en
buri,bury,en,False,False,
corp,corps,fr,False,True,non_en
pensando,pensando,es,False,True,non_en
corr,corre,es,False,True,non_en
keeper,keeper,en,False,False,
post,post,en,False,False,
â,Â,,,True,non_en
super,super,en,False,False,
describ,describe,en,False,False,
zur,zur,de,True,True,non_en
silhouett,silhouette,en,False,False,
difícil,difícil,es,False,True,non_en
coast,coast,en,False,False,
cowboy,cowboy,en,False,False,
conceal,conceal,en,False,False,
year,years,en,False,False,
choke,choke,en,False,False,
surround,surround,en,False,False,
dinner,dinner,en,False,False,
despair,despair,en,False,False,
plus,plus,fr,False,True,non_en
algo,algo,es,True,True,non_en
horizon,horizon,en,False,False,
cherish,cherish,en,False,False,
mismo,mismo,es,False,True,non_en
commit,commit,en,False,False,
esperar,esperar,es,False,True,non_en
coraz,coraz?,pl,,True,non_en
produc,produced,en,False,False,
zum,zum,de,True,True,non_en
lieb,liebe,de,False,True,non_en
telephon,telephone,en,False,False,
aber,aber,de,True,True,non_en
cuor,cuore,it,False,True,non_en
soi,sois,fr,True,True,non_en
sock,sock,en,False,False,
ahh,ahh,en,False,False,
float,floating,en,False,False,
som,som,sv,True,True,non_en
bound,bound,en,False,False,
son,son,fr,True,True,non_en
down,down,en,True,True,nltk_sw
loin,loin,fr,False,True,non_en
sou,sou,el,,True,non_en
sow,sow,en,False,False,
vuelv,vuelve,es,False,True,non_en
wrap,wrapped,en,False,False,
chime,chime,en,False,False,
encor,encore,fr,False,True,non_en
stall,stall,en,False,False,
mass,mass,en,False,False,
glaub,glaub,de,False,True,non_en
east,east,en,False,False,
veneno,veneno,es,False,True,non_en
crowd,crowd,en,False,False,
wah,wah,id,True,True,non_en
avait,avait,fr,True,True,non_en
frustrat,frustration,en,False,False,
support,support,en,False,False,
transform,transform,en,False,False,
sunlight,sunlight,en,False,False,
happi,happy,en,False,False,
stuck,stuck,en,False,False,
reli,rely,en,False,False,
fought,fought,en,False,False,
gib,gib,de,False,True,non_en
way,way,en,False,False,
wax,wax,ku,,True,non_en
jane,jane,en,False,False,
call,call,en,False,False,
wat,wat,nl,True,True,non_en
was,was,en,True,True,nltk_sw
war,war,en,False,False,
wrote,wrote,en,False,False,
everlast,everlasting,en,False,False,
head,head,en,False,False,
form,form,en,False,False,
offer,offer,en,False,False,
forc,force,en,False,False,
deaf,deaf,en,False,False,
heal,heal,en,False,False,
daß,daß,de,True,True,non_en
forg,forged,en,False,False,
aqui,aqui,pt,False,True,non_en
fore,'fore,en,False,False,
jive,jive,en,False,False,
heat,heat,en,False,False,
seguir,seguir,es,False,True,non_en
hear,hear,en,False,False,
sparkl,sparkle,en,False,False,
fors,forse,it,False,True,non_en
mirada,mirada,es,False,True,non_en
true,true,en,False,False,
fort,fort,en,False,False,
viva,viva,pt,False,True,non_en
electr,electric,en,False,False,
duel,duele,es,False,True,non_en
vive,vive,es,False,True,non_en
born,born,en,False,False,
vorrei,vorrei,it,False,True,non_en
layin,layin',ha,,True,non_en
daddi,daddy,en,False,False,
vivo,vivo,pt,False,True,non_en
until,until,en,True,True,nltk_sw
whiskey,whiskey,en,False,False,
vivr,vivre,fr,False,True,non_en
absenc,absence,en,False,False,
freund,freunde,de,False,True,non_en
trist,triste,es,False,True,non_en
retir,retire,en,False,False,
lili,lily,en,False,False,
labio,labios,es,False,True,non_en
pude,pude,es,False,True,non_en
proud,proud,en,False,False,
weit,weit,de,False,True,non_en
lleva,lleva,es,False,True,non_en
petit,petit,fr,False,True,non_en
nobodi,nobody,en,False,False,
unholi,unholy,en,False,False,
sale,sale,en,False,False,
salir,salir,es,False,True,non_en
miro,miro,es,False,True,non_en
exist,exist,en,False,False,
cocain,cocaine,en,False,False,
glanc,glance,en,False,False,
prayer,prayer,en,False,False,
furi,fury,en,False,False,
desir,desire,en,False,False,
ship,ship,en,False,False,
20,20,,,True,numeric
mold,mold,en,False,False,
trip,trip,en,False,False,
shit,shit,en,False,False,
inde,indeed,en,False,False,
gracia,gracias,es,False,True,non_en
leer,leer,es,False,True,non_en
depoi,depois,pt,True,True,non_en
floor,floor,en,False,False,
na,na,,,True,non_en
stake,stake,en,False,False,
when,when,en,True,True,nltk_sw
ne,ne,,,True,non_en
actor,actor,en,False,False,
til,'til,da,False,True,non_en
flood,flood,en,False,False,
tin,tin,vi,,True,non_en
role,role,en,False,False,
communic,communication,en,False,False,
jone,jones,en,False,False,
tumbl,tumble,en,False,False,
test,test,en,False,False,
tie,tied,en,False,False,
hangin,hangin',tl,,True,non_en
smell,smell,en,False,False,
roll,roll,en,False,False,
realiti,reality,en,False,False,
tame,tame,ja,,True,non_en
donât,donât,en,False,False,
fou,fou,ca,,True,non_en
dies,diese,de,True,True,non_en
felt,felt,en,False,False,
dieu,dieu,fr,False,True,non_en
fell,fell,en,False,False,
intent,intentions,en,False,False,
reign,reign,en,False,False,
consid,consider,en,False,False,
mirando,mirando,es,False,True,non_en
siento,siento,es,False,True,non_en
balloon,balloon,en,False,False,
billion,billion,en,False,False,
grief,grief,en,False,False,
younger,younger,en,False,False,
receiv,receive,en,False,False,
rabbit,rabbit,en,False,False,
longer,longer,en,False,False,
bullet,bullet,en,False,False,
glass,glass,en,False,False,
salt,salt,en,False,False,
essenc,essence,en,False,False,
licht,licht,nl,False,True,non_en
jacket,jacket,en,False,False,
rough,rough,en,False,False,
ignor,ignore,en,False,False,
time,time,en,False,False,
push,push,en,False,False,
serious,serious,en,False,False,
backward,backwards,en,False,False,
daili,daily,en,False,False,
gown,gown,en,False,False,
sentimiento,sentimiento,es,False,True,non_en
chain,chain,en,False,False,
caricia,caricias,es,False,True,non_en
skip,skip,en,False,False,
rob,rob,en,False,False,
celebr,celebrate,en,False,False,
focus,focus,en,False,False,
invent,invented,en,False,False,
mile,miles,en,False,False,
selbst,selbst,de,True,True,non_en
skin,skin,en,False,False,
amar,amar,bn,,True,non_en
chair,chair,en,False,False,
rot,rot,de,False,True,non_en
milk,milk,en,False,False,
row,row,en,False,False,
macht,macht,de,False,True,non_en
decid,decide,en,False,False,
middl,middle,en,False,False,
ver,ver,es,False,True,non_en
ves,ves,sk,,True,non_en
zone,zone,en,False,False,
muito,muito,pt,True,True,non_en
flash,flash,en,False,False,
father,father,en,False,False,
puoi,puoi,it,False,True,non_en
dá,dá,,,True,non_en
hurtin,hurtin',en,False,False,
decir,decir,es,False,True,non_en
decis,decision,en,False,False,
rhythm,rhythm,en,False,False,
ven,ven,da,False,True,non_en
veo,veo,es,False,True,non_en
vem,vem,pt,False,True,non_en
retreat,retreat,en,False,False,
preciso,preciso,pt,False,True,non_en
shoot,shoot,en,False,False,
sourc,source,en,False,False,
string,string,en,False,False,
jerk,jerk,en,False,False,
olvidar,olvidar,es,False,True,non_en
nooit,nooit,nl,False,True,non_en
guarda,guarda,it,False,True,non_en
distant,distant,en,False,False,
mourn,mourning,en,False,False,
escucha,escucha,es,False,True,non_en
condit,condition,en,False,False,
cook,cook,en,False,False,
join,join,en,False,False,
blast,blast,en,False,False,
exact,exactly,en,False,False,
rapper,rappers,en,False,False,
cool,cool,en,False,False,
dim,dim,cy,,True,non_en
din,din,ro,True,True,non_en
dio,dios,es,False,True,non_en
captiv,captive,en,False,False,
hour,hour,en,False,False,
knockin,knockin',nl,False,True,non_en
level,level,en,False,False,
tear,tears,en,False,False,
die,die,de,True,True,non_en
dig,dig,sv,True,True,non_en
dia,dia,pt,False,True,non_en
foi,fois,fr,False,True,non_en
p,p,,,True,letter
statu,statue,en,False,False,
querer,querer,pt,False,True,non_en
larm,larmes,fr,False,True,non_en
diz,diz,pt,False,True,non_en
gut,gut,de,False,True,non_en
quick,quick,en,False,False,
tongu,tongue,en,False,False,
guy,guy,en,False,False,
dip,dip,en,False,False,
round,round,en,False,False,
dir,dir,de,True,True,non_en
dis,dis,fr,False,True,non_en
shave,shave,en,False,False,
cose,cose,it,False,True,non_en
brave,brave,en,False,False,
regret,regret,en,False,False,
cosa,cosa,it,False,True,non_en
core,core,en,False,False,
trend,trend,en,False,False,
sigh,sigh,en,False,False,
boca,boca,es,False,True,non_en
sigo,sigo,es,False,True,non_en
sign,sign,en,False,False,
everytim,everytime,en,False,False,
cost,cost,en,False,False,
sigu,sigue,es,False,True,non_en
worn,worn,en,False,False,
hace,hace,es,False,True,non_en
patient,patiently,en,False,False,
helpless,helpless,en,False,False,
bake,bake,en,False,False,
port,porte,fr,False,True,non_en
corazon,corazon,es,False,True,non_en
malo,malo,bs,,True,non_en
vengo,vengo,es,False,True,non_en
mister,mister,en,False,False,
queda,queda,es,False,True,non_en
mall,mall,en,False,False,
melt,melt,en,False,False,
uniform,uniform,en,False,False,
current,current,en,False,False,
stadt,stadt,de,False,True,non_en
ancient,ancient,en,False,False,
nella,nella,it,True,True,non_en
indiffer,indifference,en,False,False,
order,order,en,False,False,
corn,corn,en,False,False,
burn,burn,en,False,False,
hart,hart,nl,False,True,non_en
frío,frío,es,False,True,non_en
drinkin,drinkin',en,False,False,
nen,n'en,sv,False,True,non_en
ridin,ridin',en,False,False,
french,french,en,False,False,
bi,bi,,,True,non_en
water,water,en,False,False,
juro,juro,pt,False,True,non_en
melhor,melhor,pt,False,True,non_en
witch,witch,en,False,False,
deceit,deceit,en,False,False,
along,along,en,False,False,
teacher,teacher,en,False,False,
wait,waiting,en,False,False,
box,box,en,False,False,
boy,boy,en,False,False,
insan,insane,en,False,False,
fenc,fence,en,False,False,
shove,shove,en,False,False,
invit,invitation,en,False,False,
bop,bop,en,False,False,
shift,shift,en,False,False,
runnin,runnin',en,False,False,
culpa,culpa,es,False,True,non_en
mutta,mutta,fi,True,True,non_en
screamin,screamin',en,False,False,
bow,bow,en,False,False,
dêtre,d'être,fr,False,True,non_en
trial,trial,en,False,False,
patienc,patience,en,False,False,
bom,bom,pt,False,True,non_en
bon,bon,fr,False,True,non_en
boo,boo,en,False,False,
dusti,dusty,en,False,False,
colleg,college,en,False,False,
bob,bob,en,False,False,
deg,deg,no,True,True,non_en
guilti,guilty,en,False,False,
pillow,pillow,en,False,False,
ourselv,ourselves,en,True,True,nltk_sw
love,love,en,False,False,
savoir,savoir,fr,False,True,non_en
extra,extra,en,False,False,
ilusión,ilusión,es,False,True,non_en
rattl,rattle,en,False,False,
prefer,prefer,en,False,False,
gesicht,gesicht,de,False,True,non_en
pasión,pasión,es,False,True,non_en
tête,tête,fr,False,True,non_en
fake,fake,en,False,False,
fool,fool,en,False,False,
tuesday,tuesday,en,False,False,
peep,peep,en,False,False,
market,market,en,False,False,
bloodi,bloody,en,False,False,
ando,ando,pt,False,True,non_en
wealth,wealth,en,False,False,
memori,memories,en,False,False,
sake,sake,en,False,False,
saddl,saddle,en,False,False,
univers,universe,en,False,False,
visit,visit,en,False,False,
impos,imposible,es,False,True,non_en
everybodi,everybody,en,False,False,
live,live,en,False,False,
vivir,vivir,es,False,True,non_en
prey,prey,en,False,False,
everywher,everywhere,en,False,False,
ahhh,ahhh,en,False,False,
tape,tape,en,False,False,
angri,angry,en,False,False,
thru,thru,en,False,False,
today,today,en,False,False,
vous,vous,fr,True,True,non_en
capit,capital,en,False,False,
jah,jah,et,,True,non_en
riot,riot,en,False,False,
club,club,en,False,False,
peopl,people,en,False,False,
ooo,ooo,en,False,False,
claus,claus,en,False,False,
lamor,l'amore,it,False,True,non_en
ooh,ooh,en,False,False,
refrain,refrain,en,False,False,
clue,clue,en,False,False,
downtown,downtown,en,False,False,
espero,espero,es,False,True,non_en
drown,drown,en,False,False,
savior,savior,en,False,False,
cuanto,cuanto,es,False,True,non_en
summertim,summertime,en,False,False,
aun,aun,es,False,True,non_en
suffoc,suffocate,en,False,False,
car,car,en,False,False,
prepar,prepared,en,False,False,
pretend,pretend,en,False,False,
judg,judge,en,False,False,
soul,soul,en,False,False,
niggaz,niggaz,en,False,False,
cat,cat,en,False,False,
fli,fly,en,False,False,
dyin,dyin',en,False,False,
sous,sous,fr,False,True,non_en
sour,sour,en,False,False,
whatev,whatever,en,False,False,
cabeza,cabeza,es,False,True,non_en
purpos,purpose,en,False,False,
laughter,laughter,en,False,False,
materi,material,en,False,False,
cae,cae,es,False,True,non_en
heart,heart,en,False,False,
favourit,favourite,en,False,False,
stream,stream,en,False,False,
corazón,corazón,es,False,True,non_en
noch,noch,de,True,True,non_en
livet,livet,sv,False,True,non_en
chip,chips,en,False,False,
fuck,fuck,en,False,False,
alleen,alleen,nl,False,True,non_en
perder,perder,es,False,True,non_en
heard,heard,en,False,False,
stroke,stroke,en,False,False,
chin,chin,en,False,False,
o,o,,,True,letter
phrase,phrase,en,False,False,
chemic,chemical,en,False,False,
feelin,feelin',en,False,False,
juli,july,en,False,False,
stole,stole,en,False,False,
tar,tar,sv,False,True,non_en
pink,pink,en,False,False,
winter,winter,en,False,False,
soleil,soleil,fr,False,True,non_en
lifeless,lifeless,en,False,False,
mehr,mehr,de,False,True,non_en
foul,foul,en,False,False,
hippi,hippie,en,False,False,
aquel,aquel,es,False,True,non_en
nyt,nyt,fi,True,True,non_en
write,write,en,False,False,
alway,always,en,False,False,
sunday,sunday,en,False,False,
anyon,anyone,en,False,False,
actual,actually,en,False,False,
pure,pure,en,False,False,
swore,swore,en,False,False,
llego,llego,es,False,True,non_en
puro,puro,es,False,True,non_en
amanec,amanecer,es,False,True,non_en
afternoon,afternoon,en,False,False,
map,map,en,False,False,
mas,mas,pt,True,True,non_en
mar,mar,es,False,True,non_en
misma,misma,es,False,True,non_en
may,may,en,False,False,
kopf,kopf,de,False,True,non_en
dive,dive,en,False,False,
fed,fed,en,False,False,
spot,spot,en,False,False,
louder,louder,en,False,False,
niemand,niemand,de,False,True,non_en
pattern,patterns,en,False,False,
mad,mad,en,False,False,
mag,mag,tl,,True,non_en
mai,mais,pt,True,True,non_en
such,such,en,True,True,nltk_sw
suck,suck,en,False,False,
dove,dove,it,True,True,non_en
grow,grow,en,False,False,
leve,leve,pt,False,True,non_en
man,man,en,False,False,
stress,stress,en,False,False,
rêve,rêve,fr,False,True,non_en
neck,neck,en,False,False,
liquid,liquid,en,False,False,
conscious,conscious,en,False,False,
confus,confused,en,False,False,
goal,goal,en,False,False,
secur,security,en,False,False,
favorit,favorite,en,False,False,
avant,avant,fr,False,True,non_en
su,su,,,True,non_en
st,st.,en,False,False,
tale,tale,it,False,True,non_en
inform,information,en,False,False,
switch,switch,en,False,False,
etc,etc.,en,False,False,
jail,jail,en,False,False,
jaim,j'aime,fr,False,True,non_en
unleash,unleash,en,False,False,
tall,tall,en,False,False,
sa,sa,,,True,non_en
ordinari,ordinary,en,False,False,
talk,talk,en,False,False,
drunken,drunken,en,False,False,
cute,cute,en,False,False,
manera,manera,es,False,True,non_en
shield,shield,en,False,False,
anticip,anticipating,en,False,False,
footstep,footsteps,en,False,False,
etwa,etwas,de,True,True,non_en
midnight,midnight,en,False,False,
agoni,agony,en,False,False,
immer,immer,de,False,True,non_en
brain,brain,en,False,False,
yearn,yearning,en,False,False,
aha,aha,pl,,True,non_en
lyric,lyrics,en,False,False,
hacia,hacia,es,False,True,non_en
cold,cold,en,False,False,
still,still,en,False,False,
skeleton,skeleton,en,False,False,
worship,worship,en,False,False,
tore,tore,de,False,True,non_en
già,già,it,False,True,non_en
forma,forma,es,False,True,non_en
group,group,en,False,False,
thumb,thumb,en,False,False,
willow,willow,en,False,False,
thang,thang,vi,,True,non_en
torn,torn,en,False,False,
jij,jij,nl,False,True,non_en
shakin,shakin',en,False,False,
lyin,lyin',en,False,False,
civil,civil,en,False,False,
window,window,en,False,False,
whole,whole,en,False,False,
kaiken,kaiken,fi,False,True,non_en
maim,m'aimes,fr,False,True,non_en
mail,mail,en,False,False,
main,main,en,False,False,
bounc,bounce,en,False,False,
insect,insects,en,False,False,
augen,augen,de,False,True,non_en
nom,nom,fr,False,True,non_en
non,non,it,True,True,non_en
ahi,ahi,es,False,True,non_en
recal,recall,en,False,False,
noi,noi,ro,True,True,non_en
smash,smash,en,False,False,
javai,j'avais,fr,False,True,non_en
bein,bein',ar,False,True,non_en
nog,nog,nl,True,True,non_en
shatter,shattered,en,False,False,
dimmi,dimmi,it,False,True,non_en
sooner,sooner,en,False,False,
sol,sol,es,False,True,non_en
underneath,underneath,en,False,False,
lunch,lunch,en,False,False,
sorriso,sorriso,pt,False,True,non_en
loneli,loneliness,en,False,False,
conquer,conquer,en,False,False,
tax,tax,en,False,False,
disappoint,disappointed,en,False,False,
not,don't,en,True,True,nltk_sw
qu,qu',zh-CN,,True,non_en
now,now,en,True,True,nltk_sw
twilight,twilight,en,False,False,
hall,hall,en,False,False,
nor,nor,en,True,True,nltk_sw
nos,nos,pt,True,True,non_en
wont,wont,en,False,False,
term,terms,en,False,False,
name,name,en,False,False,
servant,servant,en,False,False,
mellow,mellow,en,False,False,
frank,frank,en,False,False,
drop,drop,en,False,False,
vaan,vaan,fi,True,True,non_en
flown,flown,en,False,False,
separ,separate,en,False,False,
magazin,magazine,en,False,False,
savag,savage,en,False,False,
careless,careless,en,False,False,
rock,rock,en,False,False,
nois,noise,en,False,False,
caminar,caminar,es,False,True,non_en
collaps,collapse,en,False,False,
terr,terre,fr,False,True,non_en
keiner,keiner,de,True,True,non_en
em,'em,pt,False,True,non_en
el,el,,,True,non_en
en,en,,,True,non_en
ei,ei,,,True,non_en
eh,eh,,,True,non_en
replac,replace,en,False,False,
eg,eg,,,True,non_en
torch,torch,en,False,False,
står,står,sv,False,True,non_en
yeah,yeah,en,False,False,
bodi,body,en,False,False,
mulher,mulher,pt,False,True,non_en
ey,ey,,,True,non_en
begun,begun,en,False,False,
ez,ez,,,True,non_en
eu,eu,,,True,non_en
et,et,,,True,non_en
girl,girl,en,False,False,
summon,summon,en,False,False,
mommi,mommy,en,False,False,
es,es,,,True,non_en
er,er,,,True,non_en
album,album,en,False,False,
shown,shown,en,False,False,
ambit,ambition,en,False,False,
jackson,jackson,en,False,False,
stitch,stitch,en,False,False,
space,space,en,False,False,
profit,profit,en,False,False,
dort,dort,de,True,True,non_en
astray,astray,en,False,False,
flesh,flesh,en,False,False,
poco,poco,es,True,True,non_en
johnni,johnny,en,False,False,
fazer,fazer,pt,False,True,non_en
bli,bli,sv,True,True,non_en
olvido,olvido,es,False,True,non_en
stell,stelle,it,False,True,non_en
uncl,uncle,en,False,False,
bless,blessed,en,False,False,
bla,bla,no,False,True,non_en
correct,correct,en,False,False,
romanc,romance,en,False,False,
screw,screw,en,False,False,
diseas,disease,en,False,False,
monster,monster,en,False,False,
glimps,glimpse,en,False,False,
tienen,tienen,es,True,True,non_en
sogno,sogno,it,False,True,non_en
septemb,september,en,False,False,
million,million,en,False,False,
seventh,seventh,en,False,False,
argu,argue,en,False,False,
auch,auch,de,True,True,non_en
g,g,,,True,letter
cari,cari,id,False,True,non_en
california,california,en,False,False,
rebel,rebel,en,False,False,
plea,plea,en,False,False,
romant,romantic,en,False,False,
allá,allá,es,False,True,non_en
cara,cara,id,True,True,non_en
grab,grab,en,False,False,
card,cards,en,False,False,
care,care,ro,True,True,non_en
imagin,imagine,en,False,False,
funki,funky,en,False,False,
gusta,gusta,es,False,True,non_en
sabor,sabor,es,False,True,non_en
luego,luego,es,False,True,non_en
don`t,don`t,en,False,False,
punk,punk,en,False,False,
refus,refuse,en,False,False,
honest,honest,en,False,False,
motion,motion,en,False,False,
turn,turn,en,False,False,
può,può,it,False,True,non_en
place,place,en,False,False,
aboard,aboard,en,False,False,
swing,swing,en,False,False,
preach,preach,en,False,False,
think,think,en,False,False,
first,first,en,False,False,
oper,operator,en,False,False,
mucha,muchas,es,False,True,non_en
carri,carry,en,False,False,
onc,once,en,True,True,nltk_sw
mitä,mitä,fi,True,True,non_en
vient,vient,fr,False,True,non_en
ond,onde,pt,False,True,non_en
yourself,yourself,en,True,True,nltk_sw
arriv,arrive,en,False,False,
fast,fast,en,False,False,
spanish,spanish,en,False,False,
vote,vote,en,False,False,
ring,ring,en,False,False,
dreamin,dreamin',en,False,False,
open,open,en,False,False,
tomorrow,tomorrow,en,False,False,
ont,ont,fr,True,True,non_en
size,size,en,False,False,
sheep,sheep,en,False,False,
given,given,en,False,False,
chanson,chanson,fr,False,True,non_en
sheet,sheets,en,False,False,
christma,christmas,en,False,False,
teenag,teenage,en,False,False,
llegar,llegar,es,False,True,non_en
caught,caught,en,False,False,
breed,breed,en,False,False,
plastic,plastic,en,False,False,
citi,city,en,False,False,
silenc,silence,en,False,False,
2,2,,,True,numeric
tragic,tragic,en,False,False,
breez,breeze,en,False,False,
circl,circle,en,False,False,
white,white,en,False,False,
las,las,es,True,True,non_en
perdida,perdida,es,False,True,non_en
friend,friend,en,False,False,
altro,altro,it,False,True,non_en
suert,suerte,es,False,True,non_en
hug,hug,en,False,False,
sento,sento,it,False,True,non_en
that,that,en,True,True,nltk_sw
season,season,en,False,False,
hun,hun,nl,True,True,non_en
huh,huh,en,False,False,
lhe,lhe,pt,True,True,non_en
eagl,eagle,en,False,False,
spinnin,spinnin',en,False,False,
short,short,en,False,False,
decemb,december,en,False,False,
bajo,bajo,es,False,True,non_en
gin,gin,en,False,False,
x2,(x2),en,False,True,sign
x3,(x3),en,False,True,sign
than,than,en,True,True,nltk_sw
x4,(x4),uz,,True,non_en
boyfriend,boyfriend,en,False,False,
serv,serve,en,False,False,
wide,wide,en,False,False,
gehn,gehn,de,False,True,non_en
12,12,,,True,numeric
15,15,,,True,numeric
plein,plein,fr,False,True,non_en
i’ll,i’ll,en,False,False,
16,16,,,True,numeric
jealousi,jealousy,en,False,False,
gotta,gotta,en,False,False,
r,r,,,True,letter
remors,remorse,en,False,False,
balanc,balance,en,False,False,
werd,werde,de,True,True,non_en
were,were,en,True,True,nltk_sw
geht,geht,de,False,True,non_en
futuro,futuro,es,False,True,non_en
and,and,en,True,True,nltk_sw
sai,sais,fr,False,True,non_en
não,não,pt,True,True,non_en
pra,pra,pt,False,True,non_en
ana,ana,az,False,True,non_en
angel,angel,en,False,False,
slay,slay,en,False,False,
saa,saa,fi,False,True,non_en
dass,dass,de,True,True,non_en
sag,sag,da,False,True,non_en
ani,any,en,True,True,nltk_sw
slap,slap,en,False,False,
sad,sad,bs,,True,non_en
sull,sulle,it,True,True,non_en
woah,woah,en,False,False,
say,say,en,False,False,
slam,slam,en,False,False,
rent,rent,en,False,False,
deliv,deliver,en,False,False,
anger,anger,en,False,False,
allen,allen,de,True,True,non_en
breakfast,breakfast,en,False,False,
saw,saw,en,False,False,
sogni,sogni,it,False,True,non_en
sat,sat,en,False,False,
nott,notte,it,False,True,non_en
hör,hör,sv,False,True,non_en
engin,engine,en,False,False,
squar,square,en,False,False,
advic,advice,en,False,False,
notr,notre,fr,True,True,non_en
mitt,mitt,sv,True,True,non_en
jahr,jahre,de,False,True,non_en
kan,kan,sv,True,True,non_en
weiß,weiß,de,False,True,non_en
zoo,zoo,en,False,False,
note,note,en,False,False,
soñar,soñar,es,False,True,non_en
satellit,satellite,en,False,False,
squad,squad,en,False,False,
loca,loca,es,False,True,non_en
take,take,en,False,False,
deux,deux,fr,False,True,non_en
fingertip,fingertips,en,False,False,
destroy,destroy,en,False,False,
concern,concerned,en,False,False,
blunt,blunt,en,False,False,
noth,nothing,en,False,False,
channel,channel,en,False,False,
surf,surf,en,False,False,
miei,miei,it,True,True,non_en
begin,begin,en,False,False,
sure,sure,en,False,False,
pain,pain,en,False,False,
trace,trace,en,False,False,
normal,normal,en,False,False,
track,track,en,False,False,
ust,usted,es,False,True,non_en
price,price,en,False,False,
knew,knew,en,False,False,
wird,wird,de,True,True,non_en
paid,paid,en,False,False,
butterfli,butterfly,en,False,False,
champagn,champagne,en,False,False,
cualquier,cualquier,es,False,True,non_en
pair,pair,en,False,False,
knee,knees,en,False,False,
america,america,en,False,False,
bluebird,bluebird,en,False,False,
på,på,,,True,non_en
anch,anche,it,True,True,non_en
lawn,lawn,en,False,False,
pathet,pathetic,en,False,False,
rescu,rescue,en,False,False,
angst,angst,de,False,True,non_en
egg,egg,en,False,False,
alguna,alguna,es,False,True,non_en
later,later,en,False,False,
drive,drive,en,False,False,
tooth,tooth,en,False,False,
sunset,sunset,en,False,False,
greed,greed,en,False,False,
axe,axe,fr,False,True,non_en
voodoo,voodoo,en,False,False,
steadi,steady,en,False,False,
hungri,hungry,en,False,False,
shop,shop,en,False,False,
perch,perche',it,False,True,non_en
troi,trois,fr,False,True,non_en
shot,shot,en,False,False,
show,show,en,False,False,
cheat,cheat,en,False,False,
need,need,en,False,False,
olho,olhos,pt,False,True,non_en
cheap,cheap,en,False,False,
estoy,estoy,es,True,True,non_en
bright,bright,en,False,False,
shoe,shoes,en,False,False,
corner,corner,en,False,False,
trop,trop,fr,False,True,non_en
takin,takin',en,False,False,
estou,estou,pt,True,True,non_en
inn,inn,no,True,True,non_en
ground,ground,en,False,False,
aint,aint,en,False,False,
righteous,righteous,en,False,False,
onli,only,en,True,True,nltk_sw
slow,slow,en,False,False,
unkind,unkind,en,False,False,
stair,stairs,en,False,False,
lua,lua,ro,False,True,non_en
dich,dich,de,True,True,non_en
pen,pen,en,False,False,
himmel,himmel,de,False,True,non_en
dick,dick,en,False,False,
joka,joka,fi,True,True,non_en
behind,behind,en,False,False,
crime,crime,en,False,False,
joli,jolie,fr,False,True,non_en
lumièr,lumière,fr,False,True,non_en
wood,wood,en,False,False,
black,black,en,False,False,
aina,aina,fi,False,True,non_en
stormi,stormy,en,False,False,
när,när,sv,True,True,non_en
stain,stained,en,False,False,
deseo,deseo,es,False,True,non_en
vuela,vuela,es,False,True,non_en
predict,predict,en,False,False,
american,american,en,False,False,
stay,stay,en,False,False,
get,get,en,False,False,
ventana,ventana,es,False,True,non_en
toca,toca,es,False,True,non_en
mission,mission,en,False,False,
cannot,cannot,en,False,False,
georg,george,en,False,False,
gee,gee,af,,True,non_en
lui,lui,ro,True,True,non_en
cryin,cryin',en,False,False,
